ID,code,description
427ef85a-aef2-464b-89f6-6a3ce64f2e01,UNI,Unidad
427ef85a-aef2-464b-89f6-6a3ce64f2e02,MET,Metro
427ef85a-aef2-464b-89f6-6a3ce64f2e03,CEN,Centímetro
427ef85a-aef2-464b-89f6-6a3ce64f2e04,SEC,Segundos
427ef85a-aef2-464b-89f6-6a3ce64f2e05,MIN,Minutos
427ef85a-aef2-464b-89f6-6a3ce64f2e06,HOR,Horas
427ef85a-aef2-464b-89f6-6a3ce64f2e07,MSE,Miliegundos
