ID;code;description
2bb8c3a9-017e-4541-9a9f-9d24c03074c7;P;Preparación
5b3593f0-0d4f-4f22-be04-6bf967ecd054;D;Desmontaje
a631a376-5b9b-4cf4-a2cb-e07d6d31385d;I;Interrupciones
a7176151-9f29-4142-85fb-9ef27afba808;A;Averías      
